Sample_1	Site_1	Mass_1	C1	H1	O1	N1	S1	P1	MolForm_1	El_comp_1	Class_1
QZ_K2	QZ	431.0766014	16	20	10	2	1	0	C16H20O10N2S	CHONS	Lignin
QZ_K2	QZ	429.1919197	24	30	7	0	0	0	C24H30O7	CHO	Lignin
QZ_K2	QZ	422.1456948	20	25	9	1	0	0	C20H25O9N	CHON	Lignin
QZ_K2	QZ	419.065301	16	20	11	0	1	0	C16H20O11S	CHOS	Tannin
QZ_K2	QZ	418.1620155	20	25	7	3	0	0	C20H25O7N3	CHON	Lignin
QZ_K2	QZ	415.0816786	16	20	9	2	1	0	C16H20O9N2S	CHONS	Lignin
QZ_K2	QZ	406.1507819	20	25	8	1	0	0	C20H25O8N	CHON	Lignin
QZ_K2	QZ	403.0882437	16	20	12	0	0	0	C16H20O12	CHO	Tannin
QZ_K2	QZ	403.0704408	16	20	10	0	1	0	C16H20O10S	CHOS	Lignin
QZ_K2	QZ	402.1670382	20	25	6	3	0	0	C20H25O6N3	CHON	Lignin
QZ_K2	QZ	400.2647671	28	35	1	1	0	0	C28H35ON	CHON	UnsatHC
QZ_K2	QZ	399.1045469	16	20	10	2	0	0	C16H20O10N2	CHON	Lignin
QZ_K2	QZ	390.1558372	20	25	7	1	0	0	C20H25O7N	CHON	Lignin
QZ_K2	QZ	387.0933567	16	20	11	0	0	0	C16H20O11	CHO	Tannin
QZ_K2	QZ	387.0755727	16	20	9	0	1	0	C16H20O9S	CHOS	Lignin
QZ_K2	QZ	383.1096464	16	20	9	2	0	0	C16H20O9N2	CHON	Lignin
QZ_K2	QZ	383.0919514	16	20	7	2	1	0	C16H20O7N2S	CHONS	Lignin
QZ_K2	QZ	374.1609048	20	25	6	1	0	0	C20H25O6N	CHON	Lignin
QZ_K2	QZ	371.098401	16	20	10	0	0	0	C16H20O10	CHO	Lignin
QZ_K2	QZ	371.080601	16	20	8	0	1	0	C16H20O8S	CHOS	Lignin
QZ_K2	QZ	367.1147353	16	20	8	2	0	0	C16H20O8N2	CHON	Lignin
QZ_K2	QZ	355.1035117	16	20	9	0	0	0	C16H20O9	CHO	Lignin
QZ_K2	QZ	355.0856488	16	20	7	0	1	0	C16H20O7S	CHOS	Lignin
QZ_K2	QZ	351.1198367	16	20	7	2	0	0	C16H20O7N2	CHON	Lignin
QZ_K2	QZ	351.1020217	16	20	5	2	1	0	C16H20O5N2S	CHONS	Lignin
QZ_K2	QZ	348.0395255	12	15	9	1	1	0	C12H15O9NS	CHONS	Tannin
QZ_K2	QZ	348.0217755	12	15	7	1	2	0	C12H15O7NS2	CHONS	Lignin
QZ_K2	QZ	342.1533486	20	25	2	1	1	0	C20H25O2NS	CHONS	UnsatHC
QZ_K2	QZ	339.1085772	16	20	8	0	0	0	C16H20O8	CHO	Lignin
QZ_K2	QZ	339.0907102	16	20	6	0	1	0	C16H20O6S	CHOS	Lignin
QZ_K2	QZ	335.1249158	16	20	6	2	0	0	C16H20O6N2	CHON	Lignin
QZ_K2	QZ	335.1070598	16	20	4	2	1	0	C16H20O4N2S	CHONS	Lignin
QZ_K2	QZ	332.0445544	12	15	8	1	1	0	C12H15O8NS	CHONS	Tannin
QZ_K2	QZ	332.0267714	12	15	6	1	2	0	C12H15O6NS2	CHONS	Lignin
QZ_K2	QZ	328.0609419	12	15	6	3	1	0	C12H15O6N3S	CHONS	Lignin
QZ_K2	QZ	326.158522	20	25	1	1	1	0	C20H25ONS	CHONS	UnsatHC
QZ_K2	QZ	323.1136234	16	20	7	0	0	0	C16H20O7	CHO	Lignin
QZ_K2	QZ	319.1299078	16	20	5	2	0	0	C16H20O5N2	CHON	Lignin
QZ_K2	QZ	316.0496341	12	15	7	1	1	0	C12H15O7NS	CHONS	Lignin
QZ_K2	QZ	307.1187426	16	20	6	0	0	0	C16H20O6	CHO	Lignin
QZ_K2	QZ	307.0830466	16	20	2	0	2	0	C16H20O2S2	CHOS	Lignin
QZ_K2	QZ	303.1350377	16	20	4	2	0	0	C16H20O4N2	CHON	Lignin
QZ_K2	QZ	300.0724568	12	15	8	1	0	0	C12H15O8N	CHON	Tannin
QZ_K2	QZ	300.0546948	12	15	6	1	1	0	C12H15O6NS	CHONS	Lignin
QZ_K2	QZ	296.0887989	12	15	6	3	0	0	C12H15O6N3	CHON	Lignin
QZ_K2	QZ	291.1237678	16	20	5	0	0	0	C16H20O5	CHO	Lignin
QZ_K2	QZ	287.1400787	16	20	3	2	0	0	C16H20O3N2	CHON	Lignin
QZ_K2	QZ	284.0775407	12	15	7	1	0	0	C12H15O7N	CHON	Lignin
QZ_K2	QZ	284.0597887	12	15	5	1	1	0	C12H15O5NS	CHONS	Lignin
QZ_K2	QZ	280.0939016	12	15	5	3	0	0	C12H15O5N3	CHON	Lignin
QZ_K2	QZ	275.1288633	16	20	4	0	0	0	C16H20O4	CHO	Lignin
QZ_K2	QZ	271.1451371	16	20	2	2	0	0	C16H20O2N2	CHON	Lignin
QZ_K2	QZ	268.0826559	12	15	6	1	0	0	C12H15O6N	CHON	Lignin
QZ_K2	QZ	268.064863	12	15	4	1	1	0	C12H15O4NS	CHONS	Lignin
QZ_K2	QZ	264.0989766	12	15	4	3	0	0	C12H15O4N3	CHON	Lignin
QZ_K2	QZ	252.0877056	12	15	5	1	0	0	C12H15O5N	CHON	Lignin
QZ_K2	QZ	252.0699696	12	15	3	1	1	0	C12H15O3NS	CHONS	Lignin
QZ_K2	QZ	236.0928119	12	15	4	1	0	0	C12H15O4N	CHON	Lignin
QZ_K2	QZ	233.0303026	8	10	8	0	0	0	C8H10O8	CHO	Tannin
QZ_K2	QZ	233.0125326	8	10	6	0	1	0	C8H10O6S	CHOS	Tannin
QZ_K2	QZ	229.0288381	8	10	4	2	1	0	C8H10O4N2S	CHONS	Lignin
QZ_K2	QZ	220.0979089	12	15	3	1	0	0	C12H15O3N	CHON	Lignin
QZ_K2	QZ	217.0175916	8	10	5	0	1	0	C8H10O5S	CHOS	Lignin
QZ_K2	QZ	213.033919	8	10	3	2	1	0	C8H10O3N2S	CHONS	Lignin
QZ_K2	QZ	201.0226965	8	10	4	0	1	0	C8H10O4S	CHOS	Lignin
QZ_K2	QZ	185.0455455	8	10	5	0	0	0	C8H10O5	CHO	Lignin
QZ_K2	QZ	185.0277745	8	10	3	0	1	0	C8H10O3S	CHOS	Lignin
QZ_K2	QZ	181.061907	8	10	3	2	0	0	C8H10O3N2	CHON	Lignin
QZ_K2	QZ	169.0506407	8	10	4	0	0	0	C8H10O4	CHO	Lignin
QZ_K2	QZ	161.9866521	4	5	4	1	1	0	C4H5O4NS	CHONS	Tannin
QZ_K2	QZ	161.9689081	4	5	2	1	2	0	C4H5O2NS2	CHONS	Lignin
QZ_K2	QZ	952.3721094	47	59	18	3	0	0	C47H59O18N3	CHON	Lignin
QZ_K2	QZ	861.3622117	47	59	13	0	0	1	C47H59O13P	CHOP	Lignin
QZ_K2	QZ	845.3673203	47	59	12	0	0	1	C47H59O12P	CHOP	Lignin
QZ_K2	QZ	845.3313226	47	59	8	0	2	1	C47H59O8S2P	CHOSP	Lignin
QZ_K2	QZ	813.342088	47	59	6	0	2	1	C47H59O6S2P	CHOSP	Lignin
QZ_K2	QZ	797.3470532	47	59	5	0	2	1	C47H59O5S2P	CHOSP	UnsatHC
QZ_K2	QZ	837.3274716	43	54	13	2	1	0	C43H54O13N2S	CHONS	Lignin
QZ_K2	QZ	806.2953203	43	54	8	1	2	1	C43H54O8NS2P	CHONSP	Lignin
QZ_K2	QZ	805.3553732	43	54	13	2	0	0	C43H54O13N2	CHON	Lignin
QZ_K2	QZ	754.2899079	39	49	12	1	1	0	C39H49O12NS	CHONS	Lignin
QZ_K2	QZ	722.3001205	39	49	10	1	1	0	C39H49O10NS	CHONS	Lignin
QZ_K2	QZ	691.2685961	39	49	5	0	2	1	C39H49O5S2P	CHOSP	Lignin
QZ_K2	QZ	690.310372	39	49	8	1	1	0	C39H49O8NS	CHONS	Lignin
QZ_K2	QZ	674.3153789	39	49	7	1	1	0	C39H49O7NS	CHONS	Lignin
QZ_K2	QZ	655.330674	39	49	5	2	0	1	C39H49O5N2P	CHONP	Lignin
QZ_K2	QZ	687.2481044	35	44	12	0	1	0	C35H44O12S	CHOS	Lignin
QZ_K2	QZ	671.2529875	35	44	11	0	1	0	C35H44O11S	CHOS	Lignin
QZ_K2	QZ	655.2580333	35	44	10	0	1	0	C35H44O10S	CHOS	Lignin
QZ_K2	QZ	623.2682427	35	44	8	0	1	0	C35H44O8S	CHOS	Lignin
QZ_K2	QZ	607.2734425	35	44	7	0	1	0	C35H44O7S	CHOS	Lignin
QZ_K2	QZ	591.2783786	35	44	6	0	1	0	C35H44O6S	CHOS	Lignin
QZ_K2	QZ	575.2835352	35	44	5	0	1	0	C35H44O5S	CHOS	Lignin
QZ_K2	QZ	572.293717	35	44	4	1	0	1	C35H44O4NP	CHONP	UnsatHC
QZ_K2	QZ	559.2886784	35	44	4	0	1	0	C35H44O4S	CHOS	UnsatHC
QZ_K2	QZ	524.3089771	35	44	1	1	0	1	C35H44ONP	CHONP	UnsatHC
QZ_K2	QZ	584.2321671	31	39	8	1	1	0	C31H39O8NS	CHONS	Lignin
QZ_K2	QZ	489.2388641	31	39	1	0	1	1	C31H39OSP	CHOSP	UnsatHC
QZ_K2	QZ	472.2858175	31	39	3	1	0	0	C31H39O3N	CHON	UnsatHC
QZ_K2	QZ	440.2960868	31	39	1	1	0	0	C31H39ON	CHON	UnsatHC
QZ_K2	QZ	927.4617998	58	73	4	0	2	1	C58H73O4S2P	CHOSP	UnsatHC
QZ_K2	QZ	597.1826136	27	34	15	0	0	0	C27H34O15	CHO	Lignin
QZ_K2	QZ	574.1605609	27	34	5	3	2	1	C27H34O5N3S2P	CHONSP	Lignin
QZ_K2	QZ	846.3624791	46	58	12	1	0	1	C46H58O12NP	CHONP	Lignin
QZ_K2	QZ	846.3265634	46	58	8	1	2	1	C46H58O8NS2P	CHONSP	Lignin
QZ_K2	QZ	814.3370875	46	58	6	1	2	1	C46H58O6NS2P	CHONSP	Lignin
QZ_K2	QZ	798.342251	46	58	5	1	2	1	C46H58O5NS2P	CHONSP	UnsatHC
QZ_K2	QZ	766.3526638	46	58	3	1	2	1	C46H58O3NS2P	CHONSP	UnsatHC
QZ_K2	QZ	542.1516746	23	29	14	1	0	0	C23H29O14N	CHON	Lignin
QZ_K2	QZ	510.1615518	23	29	12	1	0	0	C23H29O12N	CHON	Lignin
QZ_K2	QZ	510.1440148	23	29	10	1	1	0	C23H29O10NS	CHONS	Lignin
QZ_K2	QZ	506.1781287	23	29	10	3	0	0	C23H29O10N3	CHON	Lignin
QZ_K2	QZ	494.1665836	23	29	11	1	0	0	C23H29O11N	CHON	Lignin
QZ_K2	QZ	494.1492157	23	29	9	1	1	0	C23H29O9NS	CHONS	Lignin
QZ_K2	QZ	490.1832309	23	29	9	3	0	0	C23H29O9N3	CHON	Lignin
QZ_K2	QZ	478.1719768	23	29	10	1	0	0	C23H29O10N	CHON	Lignin
QZ_K2	QZ	478.1540199	23	29	8	1	1	0	C23H29O8NS	CHONS	Lignin
QZ_K2	QZ	474.1883184	23	29	8	3	0	0	C23H29O8N3	CHON	Lignin
QZ_K2	QZ	462.1770405	23	29	9	1	0	0	C23H29O9N	CHON	Lignin
QZ_K2	QZ	446.1820128	23	29	8	1	0	0	C23H29O8N	CHON	Lignin
QZ_K2	QZ	442.1983803	23	29	6	3	0	0	C23H29O6N3	CHON	Lignin
QZ_K2	QZ	430.187131	23	29	7	1	0	0	C23H29O7N	CHON	Lignin
QZ_K2	QZ	414.1922211	23	29	6	1	0	0	C23H29O6N	CHON	Lignin
QZ_K2	QZ	794.3215217	42	53	12	1	1	0	C42H53O12NS	CHONS	Lignin
QZ_K2	QZ	778.3443633	42	53	13	1	0	0	C42H53O13N	CHON	Lignin
QZ_K2	QZ	763.2895127	42	53	7	0	2	1	C42H53O7S2P	CHOSP	Lignin
QZ_K2	QZ	762.3497197	42	53	12	1	0	0	C42H53O12N	CHON	Lignin
QZ_K2	QZ	747.2950273	42	53	6	0	2	1	C42H53O6S2P	CHOSP	Lignin
QZ_K2	QZ	742.3527863	42	53	7	3	1	0	C42H53O7N3S	CHONS	Lignin
QZ_K2	QZ	730.3416594	42	53	8	1	1	0	C42H53O8NS	CHONS	Lignin
QZ_K2	QZ	714.3466538	42	53	7	1	1	0	C42H53O7NS	CHONS	Lignin
QZ_K2	QZ	967.528255	61	77	8	0	0	1	C61H77O8P	CHOP	Lignin
QZ_K2	QZ	951.497792	61	77	3	0	2	1	C61H77O3S2P	CHOSP	UnsatHC
QZ_K2	QZ	963.4900115	57	72	13	0	0	0	C57H72O13	CHO	Lignin
QZ_K2	QZ	947.4947263	57	72	12	0	0	0	C57H72O12	CHO	Lignin
QZ_K2	QZ	707.3004582	38	48	9	2	1	0	C38H48O9N2S	CHONS	Lignin
QZ_K2	QZ	663.2995528	38	48	8	0	1	0	C38H48O8S	CHOS	Lignin
QZ_K2	QZ	647.3046755	38	48	7	0	1	0	C38H48O7S	CHOS	Lignin
QZ_K2	QZ	631.3095832	38	48	6	0	1	0	C38H48O6S	CHOS	Lignin
QZ_K2	QZ	628.3198144	38	48	5	1	0	1	C38H48O5NP	CHONP	Lignin
QZ_K2	QZ	615.3148679	38	48	5	0	1	0	C38H48O5S	CHOS	Lignin
QZ_K2	QZ	471.107918	19	24	10	2	1	0	C19H24O10N2S	CHONS	Lignin
QZ_K2	QZ	459.1143427	19	24	13	0	0	0	C19H24O13	CHO	Tannin
QZ_K2	QZ	455.1129236	19	24	9	2	1	0	C19H24O9N2S	CHONS	Lignin
QZ_K2	QZ	443.1195576	19	24	12	0	0	0	C19H24O12	CHO	Lignin
QZ_K2	QZ	427.1244103	19	24	11	0	0	0	C19H24O11	CHO	Lignin
QZ_K2	QZ	423.1409292	19	24	9	2	0	0	C19H24O9N2	CHON	Lignin
QZ_K2	QZ	411.129695	19	24	10	0	0	0	C19H24O10	CHO	Lignin
QZ_K2	QZ	411.1118591	19	24	8	0	1	0	C19H24O8S	CHOS	Lignin
QZ_K2	QZ	407.1460394	19	24	8	2	0	0	C19H24O8N2	CHON	Lignin
QZ_K2	QZ	395.1348649	19	24	9	0	0	0	C19H24O9	CHO	Lignin
QZ_K2	QZ	391.1511398	19	24	7	2	0	0	C19H24O7N2	CHON	Lignin
QZ_K2	QZ	379.139933	19	24	8	0	0	0	C19H24O8	CHO	Lignin
QZ_K2	QZ	375.1561885	19	24	6	2	0	0	C19H24O6N2	CHON	Lignin
QZ_K2	QZ	363.1449695	19	24	7	0	0	0	C19H24O7	CHO	Lignin
QZ_K2	QZ	359.1612716	19	24	5	2	0	0	C19H24O5N2	CHON	Lignin
QZ_K2	QZ	347.1500506	19	24	6	0	0	0	C19H24O6	CHO	Lignin
QZ_K2	QZ	343.1663154	19	24	4	2	0	0	C19H24O4N2	CHON	Lignin
QZ_K2	QZ	299.1475918	19	24	1	0	1	0	C19H24OS	CHOS	UnsatHC
QZ_K2	QZ	736.2461618	34	43	17	1	0	0	C34H43O17N	CHON	Lignin
QZ_K2	QZ	656.2532239	34	43	10	1	1	0	C34H43O10NS	CHONS	Lignin
QZ_K2	QZ	624.2633747	34	43	8	1	1	0	C34H43O8NS	CHONS	Lignin
QZ_K2	QZ	608.2685958	34	43	7	1	1	0	C34H43O7NS	CHONS	Lignin
QZ_K2	QZ	604.2849826	34	43	5	3	1	0	C34H43O5N3S	CHONS	Lignin
QZ_K2	QZ	592.2735741	34	43	6	1	1	0	C34H43O6NS	CHONS	Lignin
QZ_K2	QZ	576.2788029	34	43	5	1	1	0	C34H43O5NS	CHONS	Lignin
QZ_K2	QZ	540.3232638	34	43	3	3	0	0	C34H43O3N3	CHON	UnsatHC
QZ_K2	QZ	529.2879537	34	43	3	0	0	1	C34H43O3P	CHOP	UnsatHC
QZ_K2	QZ	885.4181409	49	62	13	2	0	0	C49H62O13N2	CHON	Lignin
QZ_K2	QZ	822.3785333	49	62	4	1	2	1	C49H62O4NS2P	CHONSP	UnsatHC
QZ_K2	QZ	790.3887784	49	62	2	1	2	1	C49H62O2NS2P	CHONSP	UnsatHC
QZ_K2	QZ	867.3364189	45	57	15	0	0	1	C45H57O15P	CHOP	Lignin
QZ_K2	QZ	835.3466005	45	57	13	0	0	1	C45H57O13P	CHOP	Lignin
QZ_K2	QZ	771.3311232	45	57	5	0	2	1	C45H57O5S2P	CHOSP	UnsatHC
QZ_K2	QZ	755.3361823	45	57	4	0	2	1	C45H57O4S2P	CHOSP	UnsatHC
QZ_K2	QZ	653.2089875	30	38	16	0	0	0	C30H38O16	CHO	Lignin
QZ_K2	QZ	557.2214327	30	38	8	0	1	0	C30H38O8S	CHOS	Lignin
QZ_K2	QZ	541.2263502	30	38	7	0	1	0	C30H38O7S	CHOS	Lignin
QZ_K2	QZ	525.2315466	30	38	6	0	1	0	C30H38O6S	CHOS	Lignin
QZ_K2	QZ	509.2366121	30	38	5	0	1	0	C30H38O5S	CHOS	Lignin
QZ_K2	QZ	484.9981067	15	19	12	0	2	1	C15H19O12S2P	CHOSP	Tannin
QZ_K2	QZ	477.2468918	30	38	3	0	1	0	C30H38O3S	CHOS	UnsatHC
QZ_K2	QZ	474.2566693	30	38	2	1	0	1	C30H38O2NP	CHONP	UnsatHC
QZ_K2	QZ	420.0607664	15	19	11	1	1	0	C15H19O11NS	CHONS	Tannin
QZ_K2	QZ	416.076964	15	19	9	3	1	0	C15H19O9N3S	CHONS	Lignin
QZ_K2	QZ	404.0658142	15	19	10	1	1	0	C15H19O10NS	CHONS	Tannin
QZ_K2	QZ	400.0820114	15	19	8	3	1	0	C15H19O8N3S	CHONS	Lignin
QZ_K2	QZ	388.0708343	15	19	9	1	1	0	C15H19O9NS	CHONS	Lignin
QZ_K2	QZ	388.0529793	15	19	7	1	2	0	C15H19O7NS2	CHONS	Lignin
QZ_K2	QZ	384.087145	15	19	7	3	1	0	C15H19O7N3S	CHONS	Lignin
QZ_K2	QZ	372.0936356	15	19	10	1	0	0	C15H19O10N	CHON	Tannin
QZ_K2	QZ	372.0759336	15	19	8	1	1	0	C15H19O8NS	CHONS	Lignin
QZ_K2	QZ	368.109927	15	19	8	3	0	0	C15H19O8N3	CHON	Lignin
QZ_K2	QZ	368.09222	15	19	6	3	1	0	C15H19O6N3S	CHONS	Lignin
QZ_K2	QZ	356.0987645	15	19	9	1	0	0	C15H19O9N	CHON	Lignin
QZ_K2	QZ	356.0809835	15	19	7	1	1	0	C15H19O7NS	CHONS	Lignin
QZ_K2	QZ	352.1150685	15	19	7	3	0	0	C15H19O7N3	CHON	Lignin
QZ_K2	QZ	352.0973045	15	19	5	3	1	0	C15H19O5N3S	CHONS	Lignin
QZ_K2	QZ	340.10383	15	19	8	1	0	0	C15H19O8N	CHON	Lignin
QZ_K2	QZ	340.085992	15	19	6	1	1	0	C15H19O6NS	CHONS	Lignin
QZ_K2	QZ	324.1088863	15	19	7	1	0	0	C15H19O7N	CHON	Lignin
QZ_K2	QZ	324.0910843	15	19	5	1	1	0	C15H19O5NS	CHONS	Lignin
QZ_K2	QZ	320.1252317	15	19	5	3	0	0	C15H19O5N3	CHON	Lignin
QZ_K2	QZ	308.1139585	15	19	6	1	0	0	C15H19O6N	CHON	Lignin
QZ_K2	QZ	308.0961465	15	19	4	1	1	0	C15H19O4NS	CHONS	Lignin
QZ_K2	QZ	304.1302277	15	19	4	3	0	0	C15H19O4N3	CHON	Lignin
QZ_K2	QZ	292.1190488	15	19	5	1	0	0	C15H19O5N	CHON	Lignin
QZ_K2	QZ	288.1353068	15	19	3	3	0	0	C15H19O3N3	CHON	Lignin
QZ_K2	QZ	276.1241474	15	19	4	1	0	0	C15H19O4N	CHON	Lignin
QZ_K2	QZ	837.4835724	56	71	2	0	1	1	C56H71O2SP	CHOSP	UnsatHC
QZ_K2	QZ	815.3132331	41	52	17	0	0	0	C41H52O17	CHO	Lignin
QZ_K2	QZ	719.3434511	41	52	11	0	0	0	C41H52O11	CHO	Lignin
QZ_K2	QZ	719.3257012	41	52	9	0	1	0	C41H52O9S	CHOS	Lignin
QZ_K2	QZ	715.3419664	41	52	7	2	1	0	C41H52O7N2S	CHONS	Lignin
QZ_K2	QZ	910.3942279	52	66	7	1	2	1	C52H66O7NS2P	CHONSP	Lignin
QZ_K2	QZ	858.4615966	52	66	6	3	0	1	C52H66O6N3P	CHONP	UnsatHC
QZ_K2	QZ	546.2093378	26	33	10	3	0	0	C26H33O10N3	CHON	Lignin
QZ_K2	QZ	530.2145431	26	33	9	3	0	0	C26H33O9N3	CHON	Lignin
QZ_K2	QZ	696.2846113	37	47	10	1	1	0	C37H47O10NS	CHONS	Lignin
QZ_K2	QZ	680.2896159	37	47	9	1	1	0	C37H47O9NS	CHONS	Lignin
QZ_K2	QZ	676.3238182	37	47	9	3	0	0	C37H47O9N3	CHON	Lignin
QZ_K2	QZ	664.2946462	37	47	8	1	1	0	C37H47O8NS	CHONS	Lignin
QZ_K2	QZ	648.2998602	37	47	7	1	1	0	C37H47O7NS	CHONS	Lignin
QZ_K2	QZ	644.3343364	37	47	7	3	0	0	C37H47O7N3	CHON	Lignin
QZ_K2	QZ	632.3049141	37	47	6	1	1	0	C37H47O6NS	CHONS	Lignin
QZ_K2	QZ	629.2797365	37	47	1	2	2	1	C37H47ON2S2P	CHONSP	UnsatHC
QZ_K2	QZ	616.310101	37	47	5	1	1	0	C37H47O5NS	CHONS	Lignin
QZ_K2	QZ	838.4102739	48	61	8	3	1	0	C48H61O8N3S	CHONS	Lignin
QZ_K2	QZ	811.3623508	48	61	5	0	2	1	C48H61O5S2P	CHOSP	UnsatHC
QZ_K2	QZ	925.4999429	59	75	5	0	1	1	C59H75O5SP	CHOSP	UnsatHC
QZ_K2	QZ	741.2248561	33	42	19	0	0	0	C33H42O19	CHO	Lignin
QZ_K2	QZ	638.2280864	33	42	4	3	2	1	C33H42O4N3S2P	CHONSP	UnsatHC
QZ_K2	QZ	629.2425706	33	42	10	0	1	0	C33H42O10S	CHOS	Lignin
QZ_K2	QZ	613.2475859	33	42	9	0	1	0	C33H42O9S	CHOS	Lignin
QZ_K2	QZ	581.2578012	33	42	7	0	1	0	C33H42O7S	CHOS	Lignin
QZ_K2	QZ	565.2629096	33	42	6	0	1	0	C33H42O6S	CHOS	Lignin
QZ_K2	QZ	549.2678347	33	42	5	0	1	0	C33H42O5S	CHOS	Lignin
QZ_K2	QZ	545.3021824	33	42	5	2	0	0	C33H42O5N2	CHON	Lignin
QZ_K2	QZ	529.3073266	33	42	4	2	0	0	C33H42O4N2	CHON	UnsatHC
QZ_K2	QZ	515.1404641	22	28	14	0	0	0	C22H28O14	CHO	Lignin
QZ_K2	QZ	515.1227452	22	28	12	0	1	0	C22H28O12S	CHOS	Lignin
QZ_K2	QZ	499.1455188	22	28	13	0	0	0	C22H28O13	CHO	Lignin
QZ_K2	QZ	497.3174102	33	42	2	2	0	0	C33H42O2N2	CHON	UnsatHC
QZ_K2	QZ	479.1672856	22	28	10	2	0	0	C22H28O10N2	CHON	Lignin
QZ_K2	QZ	451.1608833	22	28	10	0	0	0	C22H28O10	CHO	Lignin
QZ_K2	QZ	447.177371	22	28	8	2	0	0	C22H28O8N2	CHON	Lignin
QZ_K2	QZ	435.1661661	22	28	9	0	0	0	C22H28O9	CHO	Lignin
QZ_K2	QZ	419.1712608	22	28	8	0	0	0	C22H28O8	CHO	Lignin
QZ_K2	QZ	403.1762966	22	28	7	0	0	0	C22H28O7	CHO	Lignin
QZ_K2	QZ	387.1813265	22	28	6	0	0	0	C22H28O6	CHO	Lignin
QZ_K2	QZ	355.1737407	22	28	2	0	1	0	C22H28O2S	CHOS	UnsatHC
QZ_K2	QZ	317.027147	11	14	5	2	2	0	C11H14O5N2S2	CHONS	Lignin
QZ_K2	QZ	305.0336507	11	14	8	0	1	0	C11H14O8S	CHOS	Tannin
QZ_K2	QZ	302.0435018	11	14	7	1	0	1	C11H14O7NP	CHONP	Lignin
QZ_K2	QZ	289.0387049	11	14	7	0	1	0	C11H14O7S	CHOS	Lignin
QZ_K2	QZ	273.0615513	11	14	8	0	0	0	C11H14O8	CHO	Tannin
QZ_K2	QZ	273.0438073	11	14	6	0	1	0	C11H14O6S	CHOS	Lignin
QZ_K2	QZ	269.07785	11	14	6	2	0	0	C11H14O6N2	CHON	Lignin
QZ_K2	QZ	257.0666421	11	14	7	0	0	0	C11H14O7	CHO	Lignin
QZ_K2	QZ	257.0489011	11	14	5	0	1	0	C11H14O5S	CHOS	Lignin
QZ_K2	QZ	253.0829967	11	14	5	2	0	0	C11H14O5N2	CHON	Lignin
QZ_K2	QZ	241.0717235	11	14	6	0	0	0	C11H14O6	CHO	Lignin
QZ_K2	QZ	241.0539575	11	14	4	0	1	0	C11H14O4S	CHOS	Lignin
QZ_K2	QZ	225.0768055	11	14	5	0	0	0	C11H14O5	CHO	Lignin
QZ_K2	QZ	209.0819185	11	14	4	0	0	0	C11H14O4	CHO	Lignin
QZ_K2	QZ	193.0870024	11	14	3	0	0	0	C11H14O3	CHO	Lignin
QZ_K2	QZ	177.0920635	11	14	2	0	0	0	C11H14O2	CHO	Lignin
QZ_K2	QZ	997.5207409	62	79	7	0	1	1	C62H79O7SP	CHOSP	UnsatHC
QZ_K2	QZ	981.5436956	62	79	8	0	0	1	C62H79O8P	CHOP	Lignin
QZ_K2	QZ	894.4364672	51	65	9	3	1	0	C51H65O9N3S	CHONS	Lignin
QZ_K2	QZ	764.322301	40	51	10	3	1	0	C40H51O10N3S	CHONS	Lignin
QZ_K2	QZ	748.3270279	40	51	9	3	1	0	C40H51O9N3S	CHONS	Lignin
QZ_K2	QZ	732.3322708	40	51	8	3	1	0	C40H51O8N3S	CHONS	Lignin
QZ_K2	QZ	705.2846	40	51	5	0	2	1	C40H51O5S2P	CHOSP	Lignin
QZ_K2	QZ	704.3259721	40	51	8	1	1	0	C40H51O8NS	CHONS	Lignin
QZ_K2	QZ	669.3462226	40	51	5	2	0	1	C40H51O5N2P	CHONP	Lignin
QZ_K2	QZ	609.3505477	40	51	3	0	0	1	C40H51O3P	CHOP	UnsatHC
QZ_K2	QZ	590.1884955	29	37	8	1	2	0	C29H37O8NS2	CHONS	Lignin
QZ_K2	QZ	414.2803389	29	37	1	1	0	0	C29H37ON	CHON	UnsatHC
QZ_K2	QZ	812.3578903	47	60	5	1	2	1	C47H60O5NS2P	CHONSP	UnsatHC
QZ_K2	QZ	792.3968603	47	60	4	3	1	1	C47H60O4N3SP	CHONSP	UnsatHC
QZ_K2	QZ	970.4595237	54	69	15	1	0	0	C54H69O15N	CHON	Lignin
QZ_K2	QZ	653.2787502	36	46	9	0	1	0	C36H46O9S	CHOS	Lignin
QZ_K2	QZ	637.2839594	36	46	8	0	1	0	C36H46O8S	CHOS	Lignin
QZ_K2	QZ	621.2889605	36	46	7	0	1	0	C36H46O7S	CHOS	Lignin
QZ_K2	QZ	617.2877372	36	46	3	2	2	0	C36H46O3N2S2	CHONS	UnsatHC
QZ_K2	QZ	605.2940119	36	46	6	0	1	0	C36H46O6S	CHOS	Lignin
QZ_K2	QZ	589.2991936	36	46	5	0	1	0	C36H46O5S	CHOS	Lignin
QZ_K2	QZ	570.3144444	36	46	3	1	0	1	C36H46O3NP	CHONP	UnsatHC
QZ_K2	QZ	569.0306766	18	23	13	2	2	1	C18H23O13N2S2P	CHONSP	Tannin
QZ_K2	QZ	554.3195816	36	46	2	1	0	1	C36H46O2NP	CHONP	UnsatHC
QZ_K2	QZ	460.0919057	18	23	11	1	1	0	C18H23O11NS	CHONS	Lignin
QZ_K2	QZ	456.1082107	18	23	9	3	1	0	C18H23O9N3S	CHONS	Lignin
